零件名称,供应商名称,问题描述,故障类别,故障现象,临时措施1,临时措施2,临时措施3,原因分析1,原因分析2
车门铰链总成,飞利信信息有限公司,10月26日，总装车间反馈密封条开胶导致漏水风险,电气,间隙超差,1. 立即隔离可疑批次，共隔离277件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,中建创业科技有限公司,03月08日，焊装车间反馈焊接虚焊导致结构强度不足,外观,连接强度不足,1. 立即隔离可疑批次，共隔离338件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,惠派国际公司科技有限公司,07月18日，总装车间反馈焊接虚焊导致结构强度不足,尺寸,间隙超差,1. 启动整车排查，排查91台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
ECU控制器,华远软件信息有限公司,12月29日，涂装车间反馈表面涂层脱落影响外观质量,功能,连接强度不足,1. 立即隔离可疑批次，共隔离74件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,诺依曼软件信息有限公司,01月17日，总装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,电气,间隙超差,1. 启动整车排查，排查156台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
顶盖内衬总成,恩悌传媒有限公司,12月23日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,尺寸,外观缺陷,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
一体式后车架组件,合联电子传媒有限公司,11月22日，总装车间反馈密封条开胶导致漏水风险,结构,功能失效,1. 启动整车排查，排查107台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
车门铰链总成,晖来计算机传媒有限公司,03月05日，总装车间反馈焊接虚焊导致结构强度不足,结构,连接强度不足,1. 启动整车排查，排查134台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
ECU控制器,襄樊地球村科技有限公司,01月08日，涂装车间反馈尺寸超差导致装配间隙过大,电气,连接强度不足,1. 启动整车排查，排查136台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,迪摩传媒有限公司,07月09日，焊装车间反馈表面涂层脱落影响外观质量,尺寸,连接强度不足,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
一体式后车架组件,鸿睿思博科技有限公司,02月12日，涂装车间反馈尺寸超差导致装配间隙过大,结构,外观缺陷,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,盟新信息有限公司,01月03日，发运场反馈表面涂层脱落影响外观质量,尺寸,连接强度不足,1. 启动整车排查，排查111台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
顶盖内衬总成,时空盒数字传媒有限公司,02月25日，焊装车间反馈尺寸超差导致装配间隙过大,尺寸,功能失效,1. 启动整车排查，排查103台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,合联电子信息有限公司,05月11日，总装车间反馈表面涂层脱落影响外观质量,结构,间隙超差,1. 启动整车排查，排查73台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,晖来计算机科技有限公司,11月17日，商品化区域反馈表面涂层脱落影响外观质量,外观,外观缺陷,1. 启动整车排查，排查107台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,七喜信息有限公司,11月07日，发运场反馈焊接虚焊导致结构强度不足,功能,外观缺陷,1. 启动整车排查，排查125台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
车门铰链总成,精芯信息有限公司,07月05日，焊装车间反馈电子元件短路导致功能失效,外观,连接强度不足,1. 立即隔离可疑批次，共隔离341件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,方正科技传媒有限公司,02月11日，商品化区域反馈尺寸超差导致装配间隙过大,尺寸,外观缺陷,1. 启动整车排查，排查134台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
线束总成,华成育卓科技有限公司,02月19日，发运场反馈焊接虚焊导致结构强度不足,尺寸,外观缺陷,1. 立即隔离可疑批次，共隔离88件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
车门铰链总成,东方峻景传媒有限公司,04月19日，商品化区域反馈表面涂层脱落影响外观质量,外观,功能失效,1. 立即隔离可疑批次，共隔离149件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
ECU控制器,方正科技信息有限公司,03月22日，商品化区域反馈尺寸超差导致装配间隙过大,结构,外观缺陷,1. 启动整车排查，排查126台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
ECU控制器,黄石金承传媒有限公司,04月18日，涂装车间反馈表面涂层脱落影响外观质量,电气,异响,1. 立即隔离可疑批次，共隔离177件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
车门铰链总成,趋势传媒有限公司,11月02日，焊装车间反馈表面涂层脱落影响外观质量,外观,功能失效,1. 立即隔离可疑批次，共隔离241件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
ECU控制器,济南亿次元网络有限公司,06月30日，商品化区域反馈电子元件短路导致功能失效,外观,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
ECU控制器,华成育卓网络有限公司,07月24日，总装车间反馈电子元件短路导致功能失效,功能,外观缺陷,1. 启动整车排查，排查64台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,国讯网络有限公司,09月08日，总装车间反馈尺寸超差导致装配间隙过大,尺寸,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
一体式后车架组件,巨奥信息有限公司,04月16日，发运场反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,结构,外观缺陷,1. 立即隔离可疑批次，共隔离481件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
车门铰链总成,毕博诚传媒有限公司,08月11日，总装车间反馈焊接虚焊导致结构强度不足,外观,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,万迅电脑传媒有限公司,01月17日，商品化区域反馈密封条开胶导致漏水风险,功能,连接强度不足,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
ECU控制器,恒聪百汇科技有限公司,03月27日，发运场反馈焊接虚焊导致结构强度不足,尺寸,外观缺陷,1. 启动整车排查，排查199台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
顶盖内衬总成,天开科技有限公司,05月05日，发运场反馈密封条开胶导致漏水风险,功能,间隙超差,1. 启动整车排查，排查108台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
ECU控制器,图龙信息传媒有限公司,05月29日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,电气,间隙超差,1. 立即隔离可疑批次，共隔离188件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,彩虹科技有限公司,06月05日，商品化区域反馈电子元件短路导致功能失效,结构,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
一体式后车架组件,华泰通安信息有限公司,04月22日，涂装车间反馈尺寸超差导致装配间隙过大,外观,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
