序号,零部件名称,供应商名称,故障类型,故障现象,故障比例(%),根本原因
1385,车门铰链总成,明腾科技有限公司,尺寸,压印,4.4,来料批次材料硬度超标
1386,ECU控制器,和泰科技有限公司,电气,间隙超差,1.1,胶水固化参数设置错误
1387,前门密封条,泰麒麟网络有限公司,尺寸,色差,2.8,胶水固化参数设置错误
1388,ECU控制器,商软冠联信息有限公司,尺寸,短路,2.6,来料批次材料硬度超标
1389,ECU控制器,毕博诚网络有限公司,材料,色差,2.8,来料批次材料硬度超标
1390,车门铰链总成,恩悌信息有限公司,材料,划伤,0.8,来料批次材料硬度超标
1391,后顶盖外板组件,联软网络有限公司,外观,间隙超差,3.4,胶水固化参数设置错误
1392,车门铰链总成,思优科技有限公司,功能,色差,2,来料批次材料硬度超标
1393,前门密封条,菊风公司信息有限公司,尺寸,短路,0.4,来料批次材料硬度超标
1394,线束总成,图龙信息传媒有限公司,尺寸,短路,2.7,设备定位销磨损导致加工位置度超差
1395,线束总成,商软冠联传媒有限公司,电气,压印,3.9,来料批次材料硬度超标
1396,前门密封条,新宇龙信息传媒有限公司,尺寸,短路,1.6,胶水固化参数设置错误
1397,车门铰链总成,创汇科技有限公司,材料,短路,2.4,来料批次材料硬度超标
1398,后顶盖外板组件,超艺科技有限公司,外观,短路,4.5,来料批次材料硬度超标
1399,线束总成,MBP软件科技有限公司,材料,划伤,2.3,来料批次材料硬度超标
1400,车门铰链总成,良诺科技有限公司,材料,间隙超差,0.5,胶水固化参数设置错误
1401,车门铰链总成,南康信息有限公司,功能,间隙超差,3.5,胶水固化参数设置错误
1402,车门铰链总成,创联世纪信息有限公司,电气,色差,1.3,来料批次材料硬度超标
1403,前门密封条,黄石金承网络有限公司,电气,划伤,1.3,设备定位销磨损导致加工位置度超差
1404,车门铰链总成,群英网络有限公司,材料,色差,3.1,设备定位销磨损导致加工位置度超差
1405,车门铰链总成,新格林耐特科技有限公司,尺寸,色差,1,设备定位销磨损导致加工位置度超差
1406,前门密封条,巨奥网络有限公司,电气,短路,0.7,设备定位销磨损导致加工位置度超差
1407,后顶盖外板组件,创亿科技有限公司,电气,色差,4.8,设备定位销磨损导致加工位置度超差
1408,前门密封条,济南亿次元传媒有限公司,外观,短路,3,胶水固化参数设置错误
1409,线束总成,戴硕电子传媒有限公司,功能,划伤,4,来料批次材料硬度超标
1410,线束总成,MBP软件信息有限公司,电气,色差,1.9,胶水固化参数设置错误
1411,线束总成,凌云传媒有限公司,功能,压印,4.6,设备定位销磨损导致加工位置度超差
1412,ECU控制器,图龙信息信息有限公司,外观,划伤,3.8,胶水固化参数设置错误
1413,线束总成,时空盒数字科技有限公司,材料,压印,3.1,胶水固化参数设置错误
1414,车门铰链总成,精芯传媒有限公司,电气,短路,2.8,设备定位销磨损导致加工位置度超差
1415,车门铰链总成,佳禾信息有限公司,材料,划伤,3.8,来料批次材料硬度超标
1416,后顶盖外板组件,方正科技科技有限公司,功能,划伤,5,来料批次材料硬度超标
1417,车门铰链总成,通际名联科技有限公司,尺寸,色差,3.4,来料批次材料硬度超标
1418,后顶盖外板组件,数字100传媒有限公司,电气,压印,2.7,设备定位销磨损导致加工位置度超差
1419,车门铰链总成,商软冠联科技有限公司,功能,短路,1.5,来料批次材料硬度超标
1420,前门密封条,迪摩传媒有限公司,尺寸,划伤,3.9,胶水固化参数设置错误
1421,线束总成,易动力信息有限公司,尺寸,划伤,3.7,来料批次材料硬度超标
1422,ECU控制器,维旺明网络有限公司,功能,短路,4.8,来料批次材料硬度超标
1423,车门铰链总成,黄石金承网络有限公司,外观,间隙超差,3.3,胶水固化参数设置错误
1424,前门密封条,浙大万朋科技有限公司,尺寸,间隙超差,3.1,设备定位销磨损导致加工位置度超差
1425,后顶盖外板组件,万迅电脑信息有限公司,外观,压印,3.3,来料批次材料硬度超标
1426,前门密封条,新宇龙信息信息有限公司,外观,短路,3.8,设备定位销磨损导致加工位置度超差
1427,车门铰链总成,和泰信息有限公司,外观,间隙超差,1,胶水固化参数设置错误
1428,后顶盖外板组件,和泰网络有限公司,材料,划伤,0.4,设备定位销磨损导致加工位置度超差
1429,ECU控制器,鑫博腾飞传媒有限公司,材料,间隙超差,2.5,来料批次材料硬度超标
1430,前门密封条,凌云科技有限公司,外观,色差,0.3,设备定位销磨损导致加工位置度超差
1431,后顶盖外板组件,恩悌网络有限公司,电气,短路,3.3,来料批次材料硬度超标
1432,后顶盖外板组件,时刻网络有限公司,尺寸,划伤,3.1,来料批次材料硬度超标
1433,车门铰链总成,信诚致远信息有限公司,尺寸,短路,0.6,设备定位销磨损导致加工位置度超差
1434,线束总成,时空盒数字网络有限公司,外观,压印,3.5,胶水固化参数设置错误
1435,ECU控制器,超艺网络有限公司,材料,短路,0.5,胶水固化参数设置错误
1436,前门密封条,快讯信息有限公司,材料,色差,1.8,设备定位销磨损导致加工位置度超差
1437,后顶盖外板组件,易动力信息有限公司,功能,划伤,3,设备定位销磨损导致加工位置度超差
1438,ECU控制器,彩虹信息有限公司,外观,间隙超差,3.5,胶水固化参数设置错误
1439,前门密封条,商软冠联传媒有限公司,外观,划伤,3.3,设备定位销磨损导致加工位置度超差
1440,车门铰链总成,中建创业传媒有限公司,外观,色差,3.4,胶水固化参数设置错误
1441,ECU控制器,迪摩传媒有限公司,材料,划伤,2.7,设备定位销磨损导致加工位置度超差
1442,前门密封条,和泰科技有限公司,材料,压印,5,设备定位销磨损导致加工位置度超差
1443,车门铰链总成,迪摩信息有限公司,功能,色差,1.4,设备定位销磨损导致加工位置度超差
1444,后顶盖外板组件,浦华众城科技有限公司,外观,划伤,4.4,胶水固化参数设置错误
1445,线束总成,恒聪百汇传媒有限公司,材料,划伤,1,设备定位销磨损导致加工位置度超差
1446,后顶盖外板组件,万迅电脑传媒有限公司,电气,压印,3.9,胶水固化参数设置错误
1447,前门密封条,快讯传媒有限公司,功能,色差,3.2,来料批次材料硬度超标
1448,线束总成,创汇信息有限公司,外观,色差,4.4,来料批次材料硬度超标
1449,车门铰链总成,九方科技有限公司,功能,压印,0.2,胶水固化参数设置错误
1450,ECU控制器,巨奥传媒有限公司,材料,间隙超差,2.6,设备定位销磨损导致加工位置度超差
1451,前门密封条,立信电子科技有限公司,尺寸,色差,0.3,来料批次材料硬度超标
1452,车门铰链总成,东方峻景信息有限公司,电气,划伤,4,胶水固化参数设置错误
1453,后顶盖外板组件,快讯传媒有限公司,尺寸,划伤,2.8,来料批次材料硬度超标
1454,后顶盖外板组件,彩虹网络有限公司,电气,色差,1.6,胶水固化参数设置错误
1455,后顶盖外板组件,浙大万朋科技有限公司,尺寸,色差,3.3,来料批次材料硬度超标
1456,线束总成,毕博诚信息有限公司,材料,划伤,2.8,胶水固化参数设置错误
1457,前门密封条,中建创业信息有限公司,电气,划伤,5,胶水固化参数设置错误
1458,前门密封条,四通传媒有限公司,尺寸,色差,4.3,设备定位销磨损导致加工位置度超差
1459,ECU控制器,天开传媒有限公司,外观,短路,0.4,来料批次材料硬度超标
1460,ECU控制器,时刻传媒有限公司,电气,间隙超差,2,胶水固化参数设置错误
1461,车门铰链总成,网新恒天传媒有限公司,尺寸,短路,1.3,设备定位销磨损导致加工位置度超差
1462,ECU控制器,明腾传媒有限公司,材料,压印,4.8,设备定位销磨损导致加工位置度超差
1463,线束总成,群英信息有限公司,功能,间隙超差,1.9,来料批次材料硬度超标
1464,ECU控制器,维旺明科技有限公司,电气,短路,0.5,来料批次材料硬度超标
1465,前门密封条,昊嘉信息有限公司,电气,划伤,1.4,设备定位销磨损导致加工位置度超差
1466,后顶盖外板组件,易动力科技有限公司,功能,色差,1.8,胶水固化参数设置错误
1467,车门铰链总成,晖来计算机信息有限公司,外观,短路,3.3,设备定位销磨损导致加工位置度超差
1468,前门密封条,东方峻景信息有限公司,尺寸,短路,3.9,设备定位销磨损导致加工位置度超差
1469,后顶盖外板组件,时空盒数字科技有限公司,功能,间隙超差,3.4,来料批次材料硬度超标
1470,ECU控制器,图龙信息网络有限公司,材料,短路,1.8,胶水固化参数设置错误
1471,ECU控制器,鑫博腾飞网络有限公司,功能,间隙超差,1.4,设备定位销磨损导致加工位置度超差
1472,线束总成,时刻科技有限公司,材料,短路,2.1,设备定位销磨损导致加工位置度超差
1473,ECU控制器,易动力科技有限公司,材料,划伤,0.6,来料批次材料硬度超标
1474,线束总成,超艺网络有限公司,功能,划伤,1.5,胶水固化参数设置错误
1475,ECU控制器,泰麒麟科技有限公司,尺寸,短路,0.5,设备定位销磨损导致加工位置度超差
1476,线束总成,群英信息有限公司,功能,短路,2.2,设备定位销磨损导致加工位置度超差
1477,ECU控制器,易动力科技有限公司,外观,短路,0.4,设备定位销磨损导致加工位置度超差
1478,线束总成,超艺网络有限公司,功能,划伤,4.7,来料批次材料硬度超标
1479,ECU控制器,南康信息有限公司,电气,压印,4.3,来料批次材料硬度超标
1480,ECU控制器,同兴万点信息有限公司,电气,压印,3.4,来料批次材料硬度超标
1481,后顶盖外板组件,联软科技有限公司,外观,压印,1.8,胶水固化参数设置错误
1482,后顶盖外板组件,九方网络有限公司,外观,短路,0.3,设备定位销磨损导致加工位置度超差
1483,前门密封条,兰金电子信息有限公司,电气,压印,3.5,来料批次材料硬度超标
1484,后顶盖外板组件,明腾传媒有限公司,功能,划伤,2.1,设备定位销磨损导致加工位置度超差
1485,后顶盖外板组件,浙大万朋网络有限公司,电气,间隙超差,1.1,设备定位销磨损导致加工位置度超差
1486,ECU控制器,七喜网络有限公司,外观,短路,0.9,来料批次材料硬度超标
1487,车门铰链总成,创汇网络有限公司,外观,短路,4.9,来料批次材料硬度超标
1488,前门密封条,思优传媒有限公司,外观,压印,4.9,胶水固化参数设置错误
1489,线束总成,富罳网络有限公司,材料,压印,2.5,设备定位销磨损导致加工位置度超差
1490,ECU控制器,时刻信息有限公司,电气,色差,1.6,设备定位销磨损导致加工位置度超差
1491,线束总成,新宇龙信息信息有限公司,功能,划伤,4.4,来料批次材料硬度超标
1492,前门密封条,九方科技有限公司,外观,间隙超差,0.4,设备定位销磨损导致加工位置度超差
1493,ECU控制器,襄樊地球村科技有限公司,材料,短路,0.4,来料批次材料硬度超标
1494,车门铰链总成,维旺明传媒有限公司,电气,压印,2.7,来料批次材料硬度超标
1495,后顶盖外板组件,戴硕电子科技有限公司,尺寸,短路,3.7,设备定位销磨损导致加工位置度超差
1496,ECU控制器,同兴万点科技有限公司,外观,间隙超差,1.7,来料批次材料硬度超标
1497,前门密封条,方正科技网络有限公司,材料,短路,2.8,设备定位销磨损导致加工位置度超差
1498,前门密封条,商软冠联科技有限公司,外观,压印,2.5,胶水固化参数设置错误
1499,后顶盖外板组件,惠派国际公司信息有限公司,外观,短路,0.3,胶水固化参数设置错误
1500,后顶盖外板组件,富罳网络有限公司,尺寸,色差,1.8,胶水固化参数设置错误
1501,前门密封条,华远软件科技有限公司,外观,压印,4.1,来料批次材料硬度超标
1502,线束总成,新格林耐特信息有限公司,尺寸,间隙超差,4.2,设备定位销磨损导致加工位置度超差
1503,后顶盖外板组件,华远软件科技有限公司,外观,色差,2.1,胶水固化参数设置错误
1504,ECU控制器,数字100科技有限公司,功能,划伤,0.7,胶水固化参数设置错误
1505,ECU控制器,富罳传媒有限公司,外观,压印,1.7,来料批次材料硬度超标
1506,车门铰链总成,易动力传媒有限公司,尺寸,划伤,3.5,设备定位销磨损导致加工位置度超差
1507,ECU控制器,巨奥传媒有限公司,电气,划伤,3.7,设备定位销磨损导致加工位置度超差
1508,前门密封条,雨林木风计算机信息有限公司,外观,色差,1.4,来料批次材料硬度超标
1509,车门铰链总成,方正科技传媒有限公司,材料,间隙超差,4.9,胶水固化参数设置错误
1510,车门铰链总成,佳禾科技有限公司,材料,压印,4.2,来料批次材料硬度超标
1511,后顶盖外板组件,九方网络有限公司,电气,短路,1,来料批次材料硬度超标
